id,issue_id,contributor_id,role_id,order
7421,2713,12,2,1
7422,2713,15,3,1
7423,2713,9,4,1
7424,2714,361,1,1
7425,2714,258,2,1
7426,2714,13,3,1
7427,2714,9,4,1
7428,2715,279,1,1
7429,2715,7,2,1
7430,2715,13,3,1
7431,2716,15,1,1
7432,2716,12,2,1
7433,2716,15,3,1
7434,2716,9,4,1
7435,2717,383,1,1
7436,2717,30,2,1
7437,2718,15,1,1
7438,2718,27,2,1
7439,2718,15,3,1
7440,2718,9,4,1
7441,2719,149,1,1
7442,2719,11,2,1
7443,2719,13,3,1
7444,2719,9,4,1
7445,2719,115,4,2
7446,2720,7,1,1
7447,2720,7,2,1
7448,2720,30,3,1
7449,2721,159,1,1
7450,2721,11,2,1
7451,2721,102,3,1
7452,2721,9,4,1
7453,2722,6,1,1
7454,2722,6,2,1
7455,2723,384,1,1
7456,2723,118,2,1
7457,2723,30,3,1
7458,2724,162,1,1
7459,2724,11,2,1
7460,2724,102,3,1
7461,2724,9,4,1
7462,2725,173,1,1
7463,2725,173,2,1
7464,2726,124,1,1
7465,2726,388,2,1
7466,2726,65,3,1
7467,2726,13,3,2
7468,2727,173,1,1
7469,2727,173,2,1
7470,2728,361,1,1
7471,2728,11,2,1
7472,2728,102,3,1
7473,2728,9,4,1
7474,2729,389,1,1
7475,2729,48,2,1
7476,2729,15,3,1
7477,2730,38,1,1
7478,2730,12,2,1
7479,2730,15,3,1
7480,2730,9,4,1
7481,2731,390,1,1
7482,2731,377,2,1
7483,2731,13,3,1
7484,2732,30,1,1
7485,2732,30,2,1
7486,2732,7,2,2
7487,2732,30,3,1
7488,2733,6,1,1
7489,2733,6,2,1
7490,2733,4,4,1
7491,2734,1,1,1
7492,2734,165,2,1
7493,2734,15,3,1
7494,2734,9,4,1
7495,2735,28,1,1
7496,2735,44,2,1
7497,2735,15,3,1
7498,2735,9,4,1
7499,2736,6,1,1
7500,2736,6,2,1
7501,2737,6,1,1
7502,2737,6,2,1
7503,2737,391,3,1
7504,2737,4,4,1
7505,2738,173,1,1
7506,2738,173,2,1
7507,2739,15,1,1
7508,2739,7,2,1
7509,2739,11,3,1
7510,2739,9,4,1
7511,2740,392,1,1
7512,2740,44,2,1
7513,2740,15,3,1
7514,2740,9,4,1
7515,2741,362,1,1
7516,2741,11,2,1
7517,2741,15,3,1
7518,2741,4,4,1
7519,2742,90,1,1
7520,2742,12,2,1
7521,2742,15,3,1
7522,2742,4,4,1
7523,2743,28,1,1
7524,2743,44,2,1
7525,2743,15,3,1
7526,2743,9,4,1
7527,2744,241,1,1
7528,2744,241,2,1
7529,2744,15,3,1
7530,2744,9,4,1
7531,2744,242,4,2
7532,2745,158,1,1
7533,2745,30,2,1
7534,2746,279,1,1
7535,2746,7,2,1
7536,2746,11,3,1
7537,2746,4,4,1
7538,2747,30,1,1
7539,2747,30,2,1
7540,2747,4,4,1
7541,2747,9,4,2
7542,2748,30,1,1
7543,2748,30,2,1
7544,2748,4,4,1
7545,2748,393,4,2
7546,2749,86,1,1
7547,2749,394,2,1
7548,2749,13,3,1
7549,2750,6,1,1
7550,2750,6,2,1
7551,2750,391,3,1
7552,2750,4,4,1
7553,2751,9,1,1
7554,2751,118,2,1
7555,2751,11,3,1
7556,2752,43,1,1
7557,2752,44,2,1
7558,2752,4,4,1
7559,2753,6,1,1
7560,2753,44,2,1
7561,2753,9,4,1
7562,2754,162,1,1
7563,2754,29,2,1
7564,2755,173,1,1
7565,2755,173,2,1
7566,2756,173,1,1
7567,2756,173,2,1
7568,2757,173,1,1
7569,2757,173,2,1
7570,2758,124,1,1
7571,2758,44,2,1
7572,2758,9,4,1
7573,2759,57,1,1
7574,2759,44,2,1
7575,2759,9,4,1
7576,2760,6,1,1
7577,2760,6,2,1
7578,2760,391,3,1
7579,2761,30,1,1
7580,2761,12,2,1
7581,2761,102,3,1
7582,2762,6,1,1
7583,2762,6,2,1
7584,2763,173,1,1
7585,2763,173,2,1
7586,2764,173,1,1
7587,2764,173,2,1
7588,2765,173,1,1
7589,2765,173,2,1
7590,2766,1,1,1
7591,2766,2,2,1
7592,2766,15,3,1
7593,2766,9,4,1
7594,2767,6,1,1
7595,2767,6,2,1
7596,2767,391,3,1
7597,2768,6,1,1
7598,2768,6,2,1
7599,2768,391,3,1
7600,2769,173,1,1
7601,2769,173,2,1
7602,2770,173,1,1
7603,2770,173,2,1
7604,2771,187,1,1
7605,2771,11,2,1
7606,2771,159,4,1
7607,2772,395,1,1
7608,2772,182,2,1
7609,2773,361,1,1
7610,2773,11,2,1
7611,2773,12,2,2
7612,2773,11,3,1
7613,2773,122,4,1
7614,2773,393,4,2
7615,2774,86,1,1
7616,2774,258,2,1
7617,2774,15,3,1
7618,2775,168,1,1
7619,2775,168,2,1
7620,2775,4,4,1
7621,2776,168,1,1
7622,2776,168,2,1
7623,2776,4,4,1
7624,2777,6,1,1
7625,2777,247,2,1
7626,2778,6,1,1
7627,2778,247,2,1
7628,2779,6,1,1
7629,2779,247,2,1
7630,2780,181,1,1
7631,2780,182,2,1
7632,2780,353,3,1
7633,2781,173,1,1
7634,2781,173,2,1
7635,2782,173,1,1
7636,2782,173,2,1
7637,2782,15,4,1
7638,2783,279,1,1
7639,2783,7,2,1
7640,2783,11,3,1
7641,2783,122,4,1
7642,2783,4,4,2
7643,2784,30,1,1
7644,2784,30,2,1
7645,2784,102,3,1
7646,2784,393,4,1
7647,2784,122,4,2
7648,2785,1,1,1
7649,2785,12,2,1
7650,2785,15,3,1
7651,2785,4,4,1
7652,2786,30,1,1
7653,2786,30,2,1
7654,2787,389,1,1
7655,2787,48,2,1
7656,2787,13,3,1
7657,2788,173,1,1
7658,2788,173,2,1
7659,2788,393,4,1
7660,2789,173,1,1
7661,2789,173,2,1
7662,2789,122,4,1
7663,2790,30,1,1
7664,2790,30,2,1
7665,2790,122,4,1
7666,2790,393,4,2
7667,2791,149,1,1
7668,2791,48,2,1
7669,2791,15,3,1
7670,2792,173,1,1
7671,2792,173,2,1
7672,2792,122,4,1
7673,2793,181,1,1
7674,2793,182,2,1
7675,2793,353,3,1
7676,2793,9,4,1
7677,2793,4,4,2
7678,2794,392,1,1
7679,2794,44,2,1
7680,2794,15,3,1
7681,2794,122,4,1
7682,2795,147,1,1
7683,2795,377,2,1
7684,2795,396,3,1
7685,2796,81,1,1
7686,2796,81,2,1
7687,2796,4,4,1
7688,2797,81,1,1
7689,2797,81,2,1
7690,2797,4,4,1
7691,2798,81,1,1
7692,2798,81,2,1
7693,2798,4,4,1
7694,2799,81,1,1
7695,2799,81,2,1
7696,2799,4,4,1
7697,2800,181,1,1
7698,2800,182,2,1
7699,2800,353,3,1
7700,2800,9,4,1
7701,2800,4,4,2
7702,2801,7,1,1
7703,2801,7,2,1
7704,2801,30,3,1
7705,2802,162,1,1
7706,2802,11,2,1
7707,2802,13,3,1
7708,2802,159,4,1
7709,2803,94,1,1
7710,2803,30,2,1
7711,2803,7,2,2
7712,2803,391,3,1
7713,2803,57,4,1
7714,2804,186,1,1
7715,2804,11,2,1
7716,2804,13,3,1
7717,2804,159,4,1
7718,2804,115,4,2
7719,2805,361,1,1
7720,2805,11,2,1
7721,2805,159,4,1
7722,2805,115,4,2
7723,2806,30,1,1
7724,2806,30,2,1
7725,2806,7,4,1
7726,2807,147,1,1
7727,2807,377,2,1
7728,2807,182,2,2
7729,2807,391,3,1
7730,2808,30,1,1
7731,2808,30,2,1
7732,2808,397,3,1
7733,2808,393,4,1
7734,2808,4,4,2
7735,2809,1,1,1
7736,2809,12,2,1
7737,2809,15,3,1
7738,2809,122,4,1
7739,2810,173,1,1
7740,2810,173,2,1
7741,2810,15,4,1
7742,2811,186,1,1
7743,2811,11,2,1
7744,2811,13,3,1
7745,2812,395,1,1
7746,2812,182,2,1
7747,2812,159,4,1
7748,2812,393,4,2
7749,2813,15,1,1
7750,2813,7,2,1
7751,2813,11,3,1
7752,2813,122,4,1
7753,2814,173,1,1
7754,2814,173,2,1
7755,2814,122,4,1
7756,2815,81,1,1
7757,2815,81,2,1
7758,2815,398,4,1
7759,2816,81,1,1
7760,2816,81,2,1
7761,2816,398,4,1
7762,2817,167,1,1
7763,2817,30,2,1
7764,2817,122,4,1
7765,2817,393,4,2
7766,2818,30,1,1
7767,2818,30,2,1
7768,2818,122,4,1
7769,2818,393,4,2
7770,2819,181,1,1
7771,2819,94,1,2
7772,2819,247,2,1
7773,2819,391,3,1
7774,2820,173,1,1
7775,2820,173,2,1
7776,2820,122,4,1
7777,2821,361,1,1
7778,2821,11,2,1
7779,2821,102,3,1
7780,2821,4,4,1
7781,2822,81,1,1
7782,2822,81,2,1
7783,2822,122,4,1
7784,2823,30,1,1
7785,2823,30,2,1
7786,2823,122,4,1
7787,2823,393,4,2
7788,2824,173,1,1
7789,2824,173,2,1
7790,2824,399,4,1
7791,2824,400,4,2
7792,2825,173,1,1
7793,2825,173,2,1
7794,2825,122,4,1
7795,2826,173,1,1
7796,2826,173,2,1
7797,2826,393,4,1
7798,2827,162,1,1
7799,2827,11,2,1
7800,2827,399,4,1
7801,2828,30,1,1
7802,2828,30,2,1
7803,2828,122,4,1
7804,2828,393,4,2
7805,2829,168,1,1
7806,2829,247,2,1
7807,2829,391,3,1
7808,2829,400,4,1
7809,2830,173,1,1
7810,2830,173,2,1
7811,2830,4,4,1
7812,2831,181,1,1
7813,2831,81,2,1
7814,2831,391,3,1
7815,2831,122,4,1
7816,2832,173,1,1
7817,2832,173,2,1
7818,2832,400,4,1
7819,2833,81,1,1
7820,2833,81,2,1
7821,2833,400,4,1
7822,2834,1,1,1
7823,2834,165,2,1
7824,2834,15,3,1
7825,2834,122,4,1
7826,2835,1,1,1
7827,2835,12,2,1
7828,2835,256,2,2
7829,2835,102,3,1
7830,2835,9,4,1
7831,2836,401,1,1
7832,2836,48,2,1
7833,2836,30,2,2
7834,2836,391,3,1
7835,2836,402,4,1
7836,2837,15,1,1
7837,2837,44,2,1
7838,2837,15,3,1
7839,2838,173,1,1
7840,2838,173,2,1
7841,2838,122,4,1
7842,2839,15,1,1
7843,2839,336,2,1
7844,2839,15,3,1
7845,2840,15,1,1
7846,2840,7,2,1
7847,2840,12,2,2
7848,2840,11,3,1
7849,2840,400,4,1
7850,2841,173,1,1
7851,2841,173,2,1
7852,2841,393,4,1
7853,2842,173,1,1
7854,2842,173,2,1
7855,2842,122,4,1
7856,2843,378,1,1
7857,2843,30,2,1
7858,2843,403,3,1
7859,2843,399,4,1
7860,2844,181,1,1
7861,2844,81,2,1
7862,2844,403,3,1
7863,2845,144,1,1
7864,2845,48,2,1
7865,2845,48,3,1
7866,2845,399,4,1
7867,2845,402,4,2
7868,2846,361,1,1
7869,2846,11,2,1
7870,2846,44,2,2
7871,2846,402,4,1
7872,2846,400,4,2
7873,2847,30,1,1
7874,2847,30,2,1
7875,2847,399,4,1
7876,2847,404,4,2
7877,2848,1,1,1
7878,2848,7,2,1
7879,2848,15,3,1
7880,2848,402,4,1
7881,2849,65,1,1
7882,2849,65,2,1
7883,2849,399,4,1
7884,2850,1,1,1
7885,2850,30,2,1
7886,2850,11,3,1
7887,2850,159,4,1
7888,2851,1,1,1
7889,2851,11,2,1
7890,2851,15,3,1
7891,2851,399,4,1
7892,2852,361,1,1
7893,2852,29,2,1
7894,2852,399,4,1
7895,2852,400,4,2
7896,2853,361,1,1
7897,2853,11,2,1
7898,2853,402,4,1
7899,2853,399,4,2
7900,2854,1,1,1
7901,2854,12,2,1
7902,2854,15,3,1
7903,2854,400,4,1
7904,2855,361,1,1
7905,2855,29,2,1
7906,2855,11,3,1
7907,2855,398,4,1
7908,2855,400,4,2
7909,2856,361,1,1
7910,2856,29,2,1
7911,2856,11,3,1
7912,2856,398,4,1
7913,2856,399,4,2
7914,2857,30,1,1
7915,2857,30,2,1
7916,2857,393,4,1
7917,2857,404,4,2
7918,2858,1,1,1
7919,2858,7,2,1
7920,2858,15,3,1
7921,2858,400,4,1
7922,2859,30,1,1
7923,2859,30,2,1
7924,2859,399,4,1
7925,2859,404,4,2
7926,2860,15,1,1
7927,2860,381,2,1
7928,2860,284,4,1
7929,2860,400,4,2
7930,2861,401,1,1
7931,2861,377,2,1
7932,2861,30,2,2
7933,2861,391,3,1
7934,2861,405,4,1
7935,2862,1,1,1
7936,2862,12,2,1
7937,2862,15,3,1
7938,2862,399,4,1
7939,2863,361,1,1
7940,2863,29,2,1
7941,2863,11,3,1
7942,2863,399,4,1
7943,2863,400,4,2
7944,2864,57,1,1
7945,2864,11,2,1
7946,2864,13,3,1
7947,2864,400,4,1
7948,2865,30,1,1
7949,2865,30,2,1
7950,2865,399,4,1
7951,2865,404,4,2
7952,2866,173,1,1
7953,2866,173,2,1
7954,2866,400,4,1
7955,2866,122,4,2
7956,2867,173,1,1
7957,2867,173,2,1
7958,2867,399,4,1
7959,2868,1,1,1
7960,2868,7,2,1
7961,2868,15,3,1
7962,2868,399,4,1
7963,2869,361,1,1
7964,2869,29,2,1
7965,2869,11,3,1
7966,2869,399,4,1
7967,2869,402,4,2
7968,2870,401,1,1
7969,2870,377,2,1
7970,2870,30,2,2
7971,2870,391,3,1
7972,2870,402,4,1
7973,2871,173,1,1
7974,2871,30,2,1
7975,2871,399,4,1
7976,2871,402,4,2
7977,2872,94,1,1
7978,2872,81,2,1
7979,2872,404,4,1
7980,2873,94,1,1
7981,2873,81,2,1
7982,2873,399,4,1
7983,2874,1,1,1
7984,2874,11,2,1
7985,2874,12,2,2
7986,2874,15,3,1
7987,2874,399,4,1
7988,2875,406,1,1
7989,2875,167,1,2
7990,2875,209,2,1
7991,2875,30,2,2
7992,2875,397,3,1
7993,2875,403,3,2
7994,2875,30,3,3
7995,2875,404,4,1
7996,2875,399,4,2
7997,2876,361,1,1
7998,2876,11,2,1
7999,2876,159,4,1
8000,2876,399,4,2
8001,2877,407,1,1
8002,2877,11,2,1
8003,2877,34,3,1
8004,2877,159,4,1
8005,2877,399,4,2
8006,2878,392,1,1
8007,2878,11,2,1
8008,2878,399,4,1
8009,2879,173,1,1
8010,2879,173,2,1
8011,2879,122,4,1
8012,2880,408,1,1
8013,2880,408,2,1
8014,2880,404,4,1
8015,2880,402,4,2
8016,2881,409,1,1
8017,2881,11,2,1
8018,2881,13,3,1
8019,2881,159,4,1
8020,2881,400,4,2
8021,2882,1,1,1
8022,2882,12,2,1
8023,2882,15,3,1
8024,2882,399,4,1
8025,2883,173,1,1
8026,2883,173,2,1
8027,2883,122,4,1
8028,2884,149,1,1
8029,2884,377,2,1
8030,2884,397,3,1
8031,2884,393,4,1
8032,2884,122,4,2
8033,2885,392,1,1
8034,2885,118,2,1
8035,2885,102,3,1
8036,2885,57,4,1
8037,2886,1,1,1
8038,2886,7,2,1
8039,2886,12,2,2
8040,2886,15,3,1
8041,2886,400,4,1
8042,2887,410,1,1
8043,2887,411,2,1
8044,2887,412,3,1
8045,2887,399,4,1
8046,2887,404,4,2
8047,2888,173,1,1
8048,2888,173,2,1
8049,2888,122,4,1
8050,2889,173,1,1
8051,2889,173,2,1
8052,2889,404,4,1
8053,2890,15,1,1
8054,2890,12,2,1
8055,2890,102,3,1
8056,2890,159,4,1
8057,2891,279,1,1
8058,2891,7,2,1
8059,2891,11,3,1
8060,2891,399,4,1
8061,2892,407,1,1
8062,2892,118,2,1
8063,2892,412,2,2
8064,2892,412,3,1
8065,2892,402,4,1
8066,2892,404,4,2
8067,2894,401,1,1
8068,2894,209,2,1
8069,2894,403,3,1
8070,2894,404,4,1
8071,2895,410,1,1
8072,2895,411,2,1
8073,2895,412,3,1
8074,2895,399,4,1
8075,2895,404,4,2
8076,2896,392,1,1
8077,2896,7,2,1
8078,2896,11,3,1
8079,2896,399,4,1
8080,2897,413,1,1
8081,2897,30,2,1
8082,2897,399,4,1
8083,2897,404,4,2
8084,2898,149,1,1
8085,2898,377,2,1
8086,2898,414,3,1
8087,2898,393,4,1
8088,2898,399,4,2
8089,2898,404,4,3
8090,2899,392,1,1
8091,2899,11,2,1
8092,2899,402,4,1
8093,2900,173,1,1
8094,2900,173,2,1
8095,2900,400,4,1
8096,2900,122,4,2
8097,2901,15,1,1
8098,2901,168,2,1
8099,2901,15,3,1
8100,2901,399,4,1
8101,2902,30,1,1
8102,2902,30,2,1
8103,2902,399,4,1
8104,2902,404,4,2
8105,2903,10,1,1
8106,2903,412,1,2
8107,2903,412,2,1
8108,2903,404,4,1
8109,2904,162,1,1
8110,2904,29,2,1
8111,2904,29,3,1
8112,2905,173,1,1
8113,2905,173,2,1
8114,2905,399,4,1
8115,2906,30,1,1
8116,2906,30,2,1
8117,2906,414,3,1
8118,2906,399,4,1
8119,2906,404,4,2
8120,2907,173,1,1
8121,2907,173,2,1
8122,2907,122,4,1
8123,2908,162,1,1
8124,2908,11,2,1
8125,2908,13,3,1
8126,2908,400,4,1
8127,2909,279,1,1
8128,2909,7,2,1
8129,2909,11,3,1
8130,2909,404,4,1
8131,2910,415,1,1
8132,2910,416,2,1
8133,2910,416,3,1
8134,2910,30,3,2
8135,2910,399,4,1
8136,2910,404,4,2
8137,2911,162,1,1
8138,2911,11,2,1
8139,2911,13,3,1
8140,2911,400,4,1
8141,2912,173,1,1
8142,2912,173,2,1
8143,2912,122,4,1
8144,2913,168,1,1
8145,2913,168,2,1
8146,2913,414,3,1
8147,2913,399,4,1
8148,2914,181,1,1
8149,2914,154,2,1
8150,2914,403,3,1
8151,2915,15,1,1
8152,2915,168,2,1
8153,2915,15,3,1
8154,2915,400,4,1
8155,2916,1,1,1
8156,2916,7,2,1
8157,2916,15,3,1
8158,2916,399,4,1
8159,2917,186,1,1
8160,2917,11,2,1
8161,2917,13,3,1
8162,2917,399,4,1
8163,2918,181,1,1
8164,2918,247,2,1
8165,2918,403,3,1
8166,2918,4,4,1
8167,2919,127,1,1
8168,2919,12,2,1
8169,2919,15,3,1
8170,2919,4,4,1
8171,2919,399,4,2
8172,2920,247,1,1
8173,2920,247,2,1
8174,2921,173,1,1
8175,2921,173,2,1
8176,2921,122,4,1
8177,2922,187,1,1
8178,2922,11,2,1
8179,2922,159,4,1
8180,2923,127,1,1
8181,2923,12,2,1
8182,2923,44,3,1
8183,2923,15,3,2
8184,2923,4,4,1
8185,2923,400,4,2
8186,2924,417,1,1
8187,2924,11,2,1
8188,2924,13,3,1
8189,2924,400,4,1
8190,2925,195,1,1
8191,2925,11,2,1
8192,2925,13,3,1
8193,2925,400,4,1
8194,2926,127,1,1
8195,2926,12,2,1
8196,2926,15,3,1
8197,2926,4,4,1
8198,2926,399,4,2
8199,2927,127,1,1
8200,2927,12,2,1
8201,2927,15,3,1
8202,2927,4,4,1
8203,2927,399,4,2
8204,2928,127,1,1
8205,2928,12,2,1
8206,2928,15,3,1
8207,2928,4,4,1
8208,2928,400,4,2
8209,2929,418,1,1
8210,2929,30,2,1
8211,2929,414,3,1
8212,2929,399,4,1
8213,2930,6,1,1
8214,2930,30,2,1
8215,2930,414,3,1
8216,2930,399,4,1
8217,2930,404,4,2
8218,2931,168,1,1
8219,2931,168,2,1
8220,2931,414,3,1
8221,2931,399,4,1
8222,2932,361,1,1
8223,2932,11,2,1
8224,2932,402,4,1
8225,2932,400,4,2
8226,2933,94,1,1
8227,2933,377,2,1
8228,2933,403,3,1
8229,2934,418,1,1
8230,2934,30,2,1
8231,2934,414,3,1
8232,2934,399,4,1
8233,2935,30,1,1
8234,2935,30,2,1
8235,2935,419,3,1
8236,2935,400,4,1
8237,2935,399,4,2
8238,2936,110,1,1
8239,2936,30,2,1
8240,2936,420,3,1
8241,2936,9,4,1
8242,2937,94,1,1
8243,2937,81,2,1
8244,2937,403,3,1
8245,2937,404,4,1
8246,2938,94,1,1
8247,2938,81,2,1
8248,2938,403,3,1
8249,2938,399,4,1
8250,2939,30,1,1
8251,2939,53,2,1
8252,2939,12,2,2
8253,2939,11,3,1
8254,2939,399,4,1
8255,2940,408,1,1
8256,2940,408,2,1
8257,2940,399,4,1
8258,2940,404,4,2
8259,2941,173,1,1
8260,2941,173,2,1
8261,2941,122,4,1
8262,2942,407,1,1
8263,2942,168,2,1
8264,2942,403,3,1
8265,2942,399,4,1
8266,2943,421,1,1
8267,2943,30,2,1
8268,2943,403,3,1
8269,2943,400,4,1
8270,2944,57,1,1
8271,2944,11,2,1
8272,2944,13,3,1
8273,2944,404,4,1
8274,2945,168,1,1
8275,2945,168,2,1
8276,2945,414,3,1
8277,2945,399,4,1
8278,2946,94,1,1
8279,2946,218,2,1
8280,2946,399,4,1
8281,2947,30,1,1
8282,2947,30,2,1
8283,2947,195,3,1
8284,2947,399,4,1
8285,2948,361,1,1
8286,2948,11,2,1
8287,2948,399,4,1
8288,2948,400,4,2
8289,2949,187,1,1
8290,2949,118,2,1
8291,2949,397,3,1
8292,2949,402,4,1
8293,2950,15,1,1
8294,2950,30,2,1
8295,2950,15,3,1
8296,2951,392,1,1
8297,2951,118,2,1
8298,2951,102,3,1
8299,2951,399,4,1
8300,2952,1,1,1
8301,2952,7,2,1
8302,2952,15,3,1
8303,2952,399,4,1
8304,2953,1,1,1
8305,2953,12,2,1
8306,2953,15,3,1
8307,2953,400,4,1
8308,2954,1,1,1
8309,2954,12,2,1
8310,2954,34,3,1
8311,2954,414,3,2
8312,2954,400,4,1
8313,2954,159,4,2
8314,2955,407,1,1
8315,2955,377,2,1
8316,2955,195,3,1
8317,2955,399,4,1
8318,2955,404,4,2
8319,2956,409,1,1
8320,2956,57,2,1
8321,2956,30,2,2
8322,2956,403,3,1
8323,2957,57,1,1
8324,2957,48,2,1
8325,2957,397,3,1
8326,2957,399,4,1
8327,2958,94,1,1
8328,2958,154,2,1
8329,2958,403,3,1
8330,2958,400,4,1
8331,2959,162,1,1
8332,2959,15,1,2
8333,2959,159,1,3
8334,2959,7,2,1
8335,2959,48,2,2
8336,2959,13,3,1
8337,2959,102,3,2
8338,2959,30,3,3
8339,2959,400,4,1
8340,2959,399,4,2
8341,2960,422,1,1
8342,2960,423,2,1
8343,2960,412,3,1
8344,2960,399,4,1
8345,2962,173,1,1
8346,2962,173,2,1
8347,2962,122,4,1
8348,2963,162,1,1
8349,2963,11,2,1
8350,2963,13,3,1
8351,2963,399,4,1
8352,2964,6,1,1
8353,2964,48,2,1
8354,2964,377,2,2
8355,2964,30,3,1
8356,2964,404,4,1
8357,2964,400,4,2
8358,2965,30,1,1
8359,2965,11,2,1
8360,2965,12,2,2
8361,2965,195,3,1
8362,2965,400,4,1
8363,2966,173,1,1
8364,2966,173,2,1
8365,2966,122,4,1
8366,2967,30,1,1
8367,2967,30,2,1
8368,2967,195,3,1
8369,2967,399,4,1
8370,2968,9,1,1
8371,2968,118,2,1
8372,2968,102,3,1
8373,2969,9,1,1
8374,2969,118,2,1
8375,2969,11,3,1
8376,2970,361,1,1
8377,2970,11,2,1
8378,2970,9,4,1
8379,2970,404,4,2
8380,2970,399,4,3
8381,2971,392,1,1
8382,2971,11,2,1
8383,2971,400,4,1
8384,2972,162,1,1
8385,2972,12,2,1
8386,2972,102,3,1
8387,2973,413,1,1
8388,2973,377,2,1
8389,2973,13,3,1
8390,2973,402,4,1
8391,2974,173,1,1
8392,2974,173,2,1
8393,2974,122,4,1
8394,2975,361,1,1
8395,2975,11,2,1
8396,2975,9,4,1
8397,2975,399,4,2
8398,2976,361,1,1
8399,2976,11,2,1
8400,2976,9,4,1
8401,2976,399,4,2
8402,2977,30,1,1
8403,2977,30,2,1
8404,2977,195,3,1
8405,2977,399,4,1
8406,2978,159,1,1
8407,2978,11,2,1
8408,2978,12,2,2
8409,2979,1,1,1
8410,2979,7,2,1
8411,2979,15,3,1
8412,2979,400,4,1
8413,2980,15,1,1
8414,2980,168,2,1
8415,2980,13,3,1
8416,2981,15,1,1
8417,2981,168,2,1
8418,2981,13,3,1
8419,2982,15,1,1
8420,2982,168,2,1
8421,2982,13,3,1
8422,2983,30,1,1
8423,2983,30,2,1
8424,2983,195,3,1
8425,2983,399,4,1
8426,2984,358,1,1
8427,2984,11,2,1
8428,2984,102,3,1
8429,2984,9,4,1
8430,2985,162,1,1
8431,2985,11,2,1
8432,2985,13,3,1
8433,2985,400,4,1
8434,2986,173,1,1
8435,2986,173,2,1
8436,2986,116,2,2
8437,2986,404,4,1
8438,2987,173,1,1
8439,2987,173,2,1
8440,2987,122,4,1
8441,2988,361,1,1
8442,2988,11,2,1
8443,2988,414,3,1
8444,2988,400,4,1
8445,2988,404,4,2
8446,2989,418,1,1
8447,2989,414,1,2
8448,2989,195,1,3
8449,2989,122,1,4
8450,2989,424,1,5
8451,2989,414,2,1
8452,2989,414,3,1
8453,2989,122,4,1
8454,2989,400,4,2
8455,2989,404,4,3
8456,2990,30,1,1
8457,2990,30,2,1
8458,2990,195,3,1
8459,2990,399,4,1
8460,2991,1,1,1
8461,2991,7,2,1
8462,2991,15,3,1
8463,2991,400,4,1
8464,2992,195,1,1
8465,2992,11,2,1
8466,2992,425,2,2
8467,2992,425,3,1
8468,2992,159,4,1
8469,2992,404,4,2
8470,2993,173,1,1
8471,2993,173,2,1
8472,2993,122,4,1
8473,2994,168,1,1
8474,2994,168,2,1
8475,2994,102,3,1
8476,2994,9,4,1
8477,2995,361,1,1
8478,2995,11,2,1
8479,2995,404,4,1
8480,2995,9,4,2
8481,2996,30,1,1
8482,2996,11,2,1
8483,2996,12,2,2
8484,2996,13,3,1
8485,2996,400,4,1
8486,2997,30,1,1
8487,2997,30,2,1
8488,2997,195,3,1
8489,2997,4,4,1
8490,2998,173,1,1
8491,2998,173,2,1
8492,2998,116,2,2
8493,2998,405,4,1
8494,2999,173,1,1
8495,2999,173,2,1
8496,2999,122,4,1
8497,3000,195,1,1
8498,3000,11,2,1
8499,3000,13,3,1
8500,3000,159,4,1
8501,3000,400,4,2
8502,3001,195,1,1
8503,3001,11,2,1
8504,3001,13,3,1
8505,3001,159,4,1
8506,3001,400,4,2
8507,3002,361,1,1
8508,3002,11,2,1
8509,3002,102,3,1
8510,3002,9,4,1
8511,3003,65,1,1
8512,3003,65,2,1
8513,3003,400,4,1
8514,3003,404,4,2
8515,3004,418,1,1
8516,3004,412,2,1
8517,3004,414,3,1
8518,3004,426,4,1
8519,3005,279,1,1
8520,3005,7,2,1
8521,3005,11,3,1
8522,3005,404,4,1
8523,3006,30,1,1
8524,3006,30,2,1
8525,3006,195,3,1
8526,3006,400,4,1
8527,3007,15,1,1
8528,3007,7,2,1
8529,3007,12,2,2
8530,3007,11,3,1
8531,3007,4,4,1
8532,3008,195,1,1
8533,3008,11,2,1
8534,3008,195,3,1
8535,3008,159,4,1
8536,3009,187,1,1
8537,3009,11,2,1
8538,3009,159,4,1
8539,3010,361,1,1
8540,3010,11,2,1
8541,3010,12,2,2
8542,3010,13,3,1
8543,3010,404,4,1
8544,3011,167,1,1
8545,3011,30,2,1
8546,3011,195,3,1
8547,3011,4,4,1
8548,3012,86,1,1
8549,3012,280,2,1
8550,3012,403,3,1
8551,3012,399,4,1
8552,3013,15,1,1
8553,3013,168,2,1
8554,3013,13,3,1
8555,3014,418,1,1
8556,3014,102,2,1
8557,3014,9,4,1
8558,3015,418,1,1
8559,3015,11,2,1
8560,3015,195,3,1
8561,3015,159,4,1
8562,3016,9,1,1
8563,3016,11,2,1
8564,3016,9,4,1
8565,3017,162,1,1
8566,3017,11,2,1
8567,3017,13,3,1
8568,3017,400,4,1
8569,3019,168,1,1
8570,3019,168,2,1
8571,3019,102,3,1
8572,3019,9,4,1
8573,3020,195,1,1
8574,3020,12,2,1
8575,3020,15,3,1
8576,3020,4,4,1
8577,3021,65,1,1
8578,3021,65,2,1
8579,3021,399,4,1
8580,3021,30,4,2
8581,3022,407,1,1
8582,3022,168,2,1
8583,3022,403,3,1
8584,3022,404,4,1
8585,3023,361,1,1
