"id","news_id","member","ip","rating"
2473,556,Daniil Sochinskiy,"80.249.207.73",5
2474,3158,Daniil Sochinskiy,"80.249.207.73",5
2475,1023,noname,"213.87.136.115",1
2476,619,Daniil Sochinskiy,"80.249.207.73",5
2477,620,Daniil Sochinskiy,"80.249.207.73",5
2478,621,Daniil Sochinskiy,"80.249.207.73",5
2479,622,Daniil Sochinskiy,"80.249.207.73",5
2480,2216,Daniil Sochinskiy,"80.249.207.73",5
2481,2217,Daniil Sochinskiy,"80.249.207.73",5
2482,2218,Daniil Sochinskiy,"80.249.207.73",5
2483,2219,Daniil Sochinskiy,"80.249.207.73",5
2484,2220,Daniil Sochinskiy,"80.249.207.73",5
2485,2221,Daniil Sochinskiy,"80.249.207.73",5
2486,2222,Daniil Sochinskiy,"80.249.207.73",5
2487,2223,Daniil Sochinskiy,"80.249.207.73",5
2488,2224,Daniil Sochinskiy,"80.249.207.73",5
2489,2225,Daniil Sochinskiy,"80.249.207.73",5
2490,2226,Daniil Sochinskiy,"80.249.207.73",5
2491,2227,Daniil Sochinskiy,"80.249.207.73",5
2492,2228,Daniil Sochinskiy,"80.249.207.73",5
2493,2229,Daniil Sochinskiy,"80.249.207.73",5
2494,2230,Daniil Sochinskiy,"80.249.207.73",5
2495,2231,Daniil Sochinskiy,"80.249.207.73",5
2496,2232,Daniil Sochinskiy,"80.249.207.73",5
2497,2233,Daniil Sochinskiy,"80.249.207.73",5
2498,2234,Daniil Sochinskiy,"80.249.207.73",5
2499,2235,Daniil Sochinskiy,"80.249.207.73",5
2500,2243,Daniil Sochinskiy,"80.249.207.73",5
2501,2242,Daniil Sochinskiy,"80.249.207.73",5
2502,2241,Daniil Sochinskiy,"80.249.207.73",5
2503,2240,Daniil Sochinskiy,"80.249.207.73",5
2504,2239,Daniil Sochinskiy,"80.249.207.73",5
2505,2238,Daniil Sochinskiy,"80.249.207.73",5
2506,2236,Daniil Sochinskiy,"80.249.207.73",5
2507,2237,Daniil Sochinskiy,"80.249.207.73",5
2508,1513,Daniil Sochinskiy,"80.249.207.73",5
2509,1516,Daniil Sochinskiy,"80.249.207.73",5
2510,1514,Daniil Sochinskiy,"80.249.207.73",5
2511,1515,Daniil Sochinskiy,"80.249.207.73",5
2512,970,Daniil Sochinskiy,"80.249.207.73",5
2513,971,Daniil Sochinskiy,"80.249.207.73",5
2514,972,Daniil Sochinskiy,"80.249.207.73",5
2515,2375,Daniil Sochinskiy,"80.249.207.73",5
2516,2949,Daniil Sochinskiy,"80.249.207.73",5
2517,2306,Daniil Sochinskiy,"80.249.207.73",5
2518,2307,Daniil Sochinskiy,"80.249.207.73",5
2519,39,Daniil Sochinskiy,"80.249.207.73",5
2520,40,Daniil Sochinskiy,"80.249.207.73",5
2521,41,Daniil Sochinskiy,"80.249.207.73",5
2522,1639,Daniil Sochinskiy,"80.249.207.73",5
2523,1640,Daniil Sochinskiy,"80.249.207.73",5
2524,1633,Daniil Sochinskiy,"80.249.207.73",5
2525,1166,Daniil Sochinskiy,"80.249.207.73",5
2526,1163,Daniil Sochinskiy,"80.249.207.73",5
2527,1164,Daniil Sochinskiy,"80.249.207.73",5
2528,1185,Daniil Sochinskiy,"80.249.207.73",5
2529,1184,Daniil Sochinskiy,"80.249.207.73",5
2530,1183,Daniil Sochinskiy,"80.249.207.73",5
2531,1182,Daniil Sochinskiy,"80.249.207.73",5
2532,1167,Daniil Sochinskiy,"80.249.207.73",5
2533,1179,Daniil Sochinskiy,"80.249.207.73",5
2534,1180,Daniil Sochinskiy,"80.249.207.73",5
2535,1181,Daniil Sochinskiy,"80.249.207.73",5
2536,1330,Daniil Sochinskiy,"80.249.207.73",5
2537,1187,Daniil Sochinskiy,"80.249.207.73",5
2538,1333,Daniil Sochinskiy,"80.249.207.73",5
2539,1331,Daniil Sochinskiy,"80.249.207.73",5
2540,1186,Daniil Sochinskiy,"80.249.207.73",5
2541,1332,Daniil Sochinskiy,"80.249.207.73",5
2542,1335,Daniil Sochinskiy,"80.249.207.73",5
2543,1334,Daniil Sochinskiy,"80.249.207.73",5
2544,1337,Daniil Sochinskiy,"80.249.207.73",5
2545,92,Daniil Sochinskiy,"80.249.207.73",5
2546,89,Daniil Sochinskiy,"80.249.207.73",5
2547,1936,Daniil Sochinskiy,"80.249.207.73",5
2548,1939,Daniil Sochinskiy,"80.249.207.73",5
2549,1938,Daniil Sochinskiy,"80.249.207.73",5
2550,1942,Daniil Sochinskiy,"80.249.207.73",5
2551,1941,Daniil Sochinskiy,"80.249.207.73",5
2552,1940,Daniil Sochinskiy,"80.249.207.73",5
2553,1937,Daniil Sochinskiy,"80.249.207.73",5
2554,1943,Daniil Sochinskiy,"80.249.207.73",5
2555,1945,Daniil Sochinskiy,"80.249.207.73",5
2556,1944,Daniil Sochinskiy,"80.249.207.73",5
2557,1481,Daniil Sochinskiy,"80.249.207.73",5
2558,1480,Daniil Sochinskiy,"80.249.207.73",5
2559,1482,Daniil Sochinskiy,"80.249.207.73",5
2560,2376,Daniil Sochinskiy,"80.249.207.73",5
2561,3162,noname,"5.143.252.146",5
2562,3162,Daniil Sochinskiy,"80.249.207.73",5
2563,2689,noname,"91.217.79.176",5
2564,30,Daniil Sochinskiy,"80.249.207.73",5
2565,31,Daniil Sochinskiy,"80.249.207.73",5
2566,32,Daniil Sochinskiy,"80.249.207.73",5
2567,2718,Daniil Sochinskiy,"80.249.207.73",5
2568,2839,Daniil Sochinskiy,"80.249.207.73",5
2569,2578,Daniil Sochinskiy,"80.249.207.73",5
2570,2971,Daniil Sochinskiy,"80.249.207.73",5
2571,34,Daniil Sochinskiy,"80.249.207.73",5
2572,35,Daniil Sochinskiy,"80.249.207.73",5
2573,36,Daniil Sochinskiy,"80.249.207.73",5
2574,37,Daniil Sochinskiy,"80.249.207.73",5
2575,38,Daniil Sochinskiy,"80.249.207.73",5
2576,1022,noname,"176.59.54.213",5
2577,3149,noname,"95.152.48.191",5
2578,3094,noname,"95.152.48.191",5
2579,3149,Daniil Sochinskiy,"80.249.207.73",5
2580,3149,noname,"109.252.118.20",5
2581,2752,noname,"188.113.141.217",5
2582,2690,noname,"85.140.2.18",2
2583,3134,noname,"109.252.118.20",5
2584,1113,noname,"109.252.118.20",5
2585,1114,noname,"109.252.118.20",5
2586,1115,noname,"109.252.118.20",5
2587,3173,Daniil Sochinskiy,"80.249.207.73",5
2588,2492,noname,"176.59.131.227",5
2589,3128,noname,"109.252.118.20",5
2590,3178,noname,"109.252.118.20",5
2591,3173,noname,"109.252.118.20",5
2592,3128,Daniil Sochinskiy,"80.249.207.73",5
2593,3178,Daniil Sochinskiy,"80.249.207.73",5
2594,1362,noname,"93.185.192.86",3
2595,3161,Daniil Sochinskiy,"80.249.207.73",5
2596,3163,Daniil Sochinskiy,"80.249.207.73",5
2597,3131,Daniil Sochinskiy,"80.249.207.73",5
2598,3179,Daniil Sochinskiy,"80.249.207.73",5
2599,3172,Daniil Sochinskiy,"80.249.207.73",5
2600,3153,Daniil Sochinskiy,"80.249.207.73",5
2601,3167,Daniil Sochinskiy,"80.249.207.73",5
2602,3179,noname,"109.252.118.20",5
2603,1159,Enjoy,"176.213.208.76",3
2604,3180,noname,"109.252.118.20",5
2605,3154,noname,"109.252.118.20",5
2606,3152,noname,"109.252.118.20",5
2607,3133,noname,"109.252.118.20",5
2608,3105,Daniil Sochinskiy,"80.249.207.73",5
2609,3133,Daniil Sochinskiy,"80.249.207.73",5
2610,3152,Daniil Sochinskiy,"80.249.207.73",5
2611,3154,Daniil Sochinskiy,"80.249.207.73",5
2612,3180,Daniil Sochinskiy,"80.249.207.73",5
2613,3147,Daniil Sochinskiy,"80.249.207.73",5
2614,3148,Daniil Sochinskiy,"80.249.207.73",5
2615,3171,Daniil Sochinskiy,"80.249.207.73",5
2616,3169,Daniil Sochinskiy,"80.249.207.73",5
2617,3171,noname,"109.252.118.20",5
2618,3147,noname,"109.252.118.20",5
2619,3151,Daniil Sochinskiy,"80.249.207.73",5
2620,3150,Daniil Sochinskiy,"80.249.207.73",5
2621,3182,Daniil Sochinskiy,"80.249.207.73",5
2622,3177,Daniil Sochinskiy,"80.249.207.73",5
2623,3135,Daniil Sochinskiy,"80.249.207.73",5
2624,3132,Daniil Sochinskiy,"80.249.207.73",5
2625,3157,Daniil Sochinskiy,"80.249.207.73",5
2626,3160,Daniil Sochinskiy,"80.249.207.73",5
2627,3165,Daniil Sochinskiy,"80.249.207.73",5
2628,3170,Daniil Sochinskiy,"80.249.207.73",5
2629,3096,Daniil Sochinskiy,"80.249.207.73",5
2630,3110,Daniil Sochinskiy,"80.249.207.73",5
2631,3124,Daniil Sochinskiy,"80.249.207.73",5
2632,3125,Daniil Sochinskiy,"80.249.207.73",5
2633,3138,Daniil Sochinskiy,"80.249.207.73",5
2634,3139,Daniil Sochinskiy,"80.249.207.73",5
2635,3174,Daniil Sochinskiy,"80.249.207.73",5
2636,3085,Daniil Sochinskiy,"80.249.207.73",5
2637,3095,Daniil Sochinskiy,"80.249.207.73",5
2638,3100,Daniil Sochinskiy,"80.249.207.73",5
2639,3112,Daniil Sochinskiy,"80.249.207.73",5
2640,3119,Daniil Sochinskiy,"80.249.207.73",5
2641,3122,Daniil Sochinskiy,"80.249.207.73",5
2642,3156,Daniil Sochinskiy,"80.249.207.73",5
2643,3181,Daniil Sochinskiy,"80.249.207.73",5
2644,3081,Daniil Sochinskiy,"80.249.207.73",5
2645,1915,Daniil Sochinskiy,"80.249.207.73",5
2646,3177,noname,"109.252.118.20",5
2647,3174,noname,"109.252.118.20",5
2648,3095,noname,"188.244.35.143",5
2649,3163,noname,"92.101.34.249",5
2650,2636,noname,"188.170.87.87",5
2651,3105,noname,"77.148.139.88",2
2652,1022,noname,"178.176.74.242",5
2653,2848,noname,"176.59.42.234",5
2654,3181,noname,"213.158.31.92",5
2655,73,noname,"92.47.56.170",5
2656,3166,noname,"109.252.118.20",5
2657,3166,noname,"95.152.48.191",5
2658,1597,Daniil Sochinskiy,"80.249.207.73",5
2659,1598,Daniil Sochinskiy,"80.249.207.73",5
2660,1599,Daniil Sochinskiy,"80.249.207.73",5
2661,1600,Daniil Sochinskiy,"80.249.207.73",5
2662,1601,Daniil Sochinskiy,"80.249.207.73",5
2663,2059,Daniil Sochinskiy,"80.249.207.73",5
2664,2060,Daniil Sochinskiy,"80.249.207.73",5
2665,2061,Daniil Sochinskiy,"80.249.207.73",5
2666,2062,Daniil Sochinskiy,"80.249.207.73",5
2667,2063,Daniil Sochinskiy,"80.249.207.73",5
2668,2064,Daniil Sochinskiy,"80.249.207.73",5
2669,2065,Daniil Sochinskiy,"80.249.207.73",5
2670,2066,Daniil Sochinskiy,"80.249.207.73",5
2671,2067,Daniil Sochinskiy,"80.249.207.73",5
2672,2068,Daniil Sochinskiy,"80.249.207.73",5
2673,2069,Daniil Sochinskiy,"80.249.207.73",5
2674,2070,Daniil Sochinskiy,"80.249.207.73",5
2675,2071,Daniil Sochinskiy,"80.249.207.73",5
2676,2330,Daniil Sochinskiy,"80.249.207.73",5
2677,2444,Daniil Sochinskiy,"80.249.207.73",5
2678,2434,Daniil Sochinskiy,"80.249.207.73",5
2679,109,Daniil Sochinskiy,"80.249.207.73",5
2680,110,Daniil Sochinskiy,"80.249.207.73",5
2681,111,Daniil Sochinskiy,"80.249.207.73",5
2682,112,Daniil Sochinskiy,"80.249.207.73",5
2683,113,Daniil Sochinskiy,"80.249.207.73",5
2684,114,Daniil Sochinskiy,"80.249.207.73",5
2685,1462,Daniil Sochinskiy,"80.249.207.73",5
2686,1220,Daniil Sochinskiy,"80.249.207.73",5
2687,1221,Daniil Sochinskiy,"80.249.207.73",5
2688,1222,Daniil Sochinskiy,"80.249.207.73",5
2689,1223,Daniil Sochinskiy,"80.249.207.73",5
2690,1224,Daniil Sochinskiy,"80.249.207.73",5
2691,1225,Daniil Sochinskiy,"80.249.207.73",5
2692,1625,Daniil Sochinskiy,"80.249.207.73",5
2693,1624,Daniil Sochinskiy,"80.249.207.73",5
2694,1623,Daniil Sochinskiy,"80.249.207.73",5
2695,1622,Daniil Sochinskiy,"80.249.207.73",5
2696,1621,Daniil Sochinskiy,"80.249.207.73",5
2697,2544,Daniil Sochinskiy,"80.249.207.73",5
2698,1620,Daniil Sochinskiy,"80.249.207.73",5
2699,1546,Daniil Sochinskiy,"80.249.207.73",5
2700,1545,Daniil Sochinskiy,"80.249.207.73",5
2701,1544,Daniil Sochinskiy,"80.249.207.73",5
2702,3125,noname,"31.29.194.159",5
2703,2545,Daniil Sochinskiy,"80.249.207.73",5
2704,2546,Daniil Sochinskiy,"80.249.207.73",5
2705,1547,Daniil Sochinskiy,"80.249.207.73",5
2706,1548,Daniil Sochinskiy,"80.249.207.73",5
2707,1276,Daniil Sochinskiy,"80.249.207.73",5
2708,2950,Daniil Sochinskiy,"80.249.207.73",5
2709,2548,Daniil Sochinskiy,"80.249.207.73",5
2710,2445,Daniil Sochinskiy,"80.249.207.73",5
2711,1022,noname,"94.25.168.228",2
2712,995,Daniil Sochinskiy,"80.249.207.73",5
2713,2195,Daniil Sochinskiy,"80.249.207.73",5
2714,2196,Daniil Sochinskiy,"80.249.207.73",5
2715,2197,Daniil Sochinskiy,"80.249.207.73",5
2716,2078,Daniil Sochinskiy,"80.249.207.73",5
2717,2079,Daniil Sochinskiy,"80.249.207.73",5
2718,2080,Daniil Sochinskiy,"80.249.207.73",5
2719,2081,Daniil Sochinskiy,"80.249.207.73",5
2720,2103,Daniil Sochinskiy,"80.249.207.73",5
2721,1278,Daniil Sochinskiy,"80.249.207.73",5
2722,1279,Daniil Sochinskiy,"80.249.207.73",5
2723,1264,Daniil Sochinskiy,"80.249.207.73",5
2724,1259,Daniil Sochinskiy,"80.249.207.73",5
2725,1258,Daniil Sochinskiy,"80.249.207.73",5
2726,1256,Daniil Sochinskiy,"80.249.207.73",5
2727,1253,Daniil Sochinskiy,"80.249.207.73",5
2728,2583,Daniil Sochinskiy,"80.249.207.73",5
2729,2705,Daniil Sochinskiy,"80.249.207.73",5
2730,2308,Daniil Sochinskiy,"80.249.207.73",5
2731,2310,Daniil Sochinskiy,"80.249.207.73",5
2732,2309,Daniil Sochinskiy,"80.249.207.73",5
2733,2311,Daniil Sochinskiy,"80.249.207.73",5
2734,2315,Daniil Sochinskiy,"80.249.207.73",5
2735,2312,Daniil Sochinskiy,"80.249.207.73",5
2736,2314,Daniil Sochinskiy,"80.249.207.73",5
2737,2316,Daniil Sochinskiy,"80.249.207.73",5
2738,2089,Daniil Sochinskiy,"80.249.207.73",5
2739,2087,Daniil Sochinskiy,"80.249.207.73",5
2740,2088,Daniil Sochinskiy,"80.249.207.73",5
2741,61,Daniil Sochinskiy,"80.249.207.73",5
2742,62,Daniil Sochinskiy,"80.249.207.73",5
2743,63,Daniil Sochinskiy,"80.249.207.73",5
2744,3159,noname,"109.252.118.20",5
2745,1366,noname,"85.26.241.66",3
2746,233,noname,"85.26.241.66",5
2747,3159,Daniil Sochinskiy,"80.249.207.73",5
2748,2691,noname,"178.176.79.223",4
2749,2202,noname,"91.193.178.164",4
2750,3166,noname,"80.249.207.73",5
2751,3137,noname,"80.249.207.73",5
2753,3164,noname,"80.249.207.73",5
2754,3168,noname,"80.249.207.73",5
2755,2502,noname,"176.15.227.82",5
2756,3051,noname,"185.209.179.237",5
2757,3187,Daniil Sochinskiy,"80.249.207.73",5
2758,3185,noname,"5.143.252.146",5
2759,3187,noname,"5.143.252.146",5
2760,7,noname,"37.190.171.253",5
2761,1022,noname,"176.59.49.243",3
2762,57,Daniil Sochinskiy,"80.249.207.73",5
2763,58,Daniil Sochinskiy,"80.249.207.73",5
2764,60,Daniil Sochinskiy,"80.249.207.73",5
2765,59,Daniil Sochinskiy,"80.249.207.73",5
2766,1391,Daniil Sochinskiy,"80.249.207.73",5
2767,1392,Daniil Sochinskiy,"80.249.207.73",5
2768,1393,Daniil Sochinskiy,"80.249.207.73",5
2769,1429,Daniil Sochinskiy,"80.249.207.73",5
2770,1428,Daniil Sochinskiy,"80.249.207.73",5
2771,1427,Daniil Sochinskiy,"80.249.207.73",5
2772,1469,Daniil Sochinskiy,"80.249.207.73",5
2773,1468,Daniil Sochinskiy,"80.249.207.73",5
2774,1467,Daniil Sochinskiy,"80.249.207.73",5
2775,1463,Daniil Sochinskiy,"80.249.207.73",5
2776,1464,Daniil Sochinskiy,"80.249.207.73",5
2777,1465,Daniil Sochinskiy,"80.249.207.73",5
2778,1466,Daniil Sochinskiy,"80.249.207.73",5
2779,1179,noname,"5.138.226.124",3
2780,3190,noname,"5.143.252.146",5
2781,3190,Daniil Sochinskiy,"80.249.207.73",5
2782,3188,noname,"5.143.252.146",5
2783,3188,Daniil Sochinskiy,"80.249.207.73",5
2784,2272,noname,"176.48.144.125",5
2785,2273,noname,"176.48.144.125",5
2786,775,noname,"109.195.125.64",3
2787,1827,Daniil Sochinskiy,"80.249.207.73",5
2788,1828,Daniil Sochinskiy,"80.249.207.73",5
2789,1829,Daniil Sochinskiy,"80.249.207.73",5
2790,1830,Daniil Sochinskiy,"80.249.207.73",5
2791,1834,Daniil Sochinskiy,"80.249.207.73",5
2792,1833,Daniil Sochinskiy,"80.249.207.73",5
2793,1832,Daniil Sochinskiy,"80.249.207.73",5
2794,1831,Daniil Sochinskiy,"80.249.207.73",5
2795,1836,Daniil Sochinskiy,"80.249.207.73",5
2796,1835,Daniil Sochinskiy,"80.249.207.73",5
2797,2761,Daniil Sochinskiy,"80.249.207.73",5
2798,3125,noname,"31.29.194.219",5
2799,3191,Daniil Sochinskiy,"80.249.207.73",5
2800,3191,noname,"5.143.252.146",5
2801,27,noname,"91.193.177.21",3
2802,25,noname,"91.193.177.21",3
2803,23,noname,"91.193.177.21",3
2804,1911,noname,"88.147.174.148",5
2805,1022,noname,"178.176.78.211",2
2806,2685,Daniil Sochinskiy,"80.249.207.73",5
2807,3183,noname,"5.143.252.146",5
2808,2693,noname,"94.25.231.36",3
2809,3183,noname,"109.252.119.115",5
2810,3183,Daniil Sochinskiy,"80.249.207.73",5
2811,3184,noname,"5.143.252.146",5
2812,3184,noname,"109.252.119.115",5
2813,2364,noname,"217.66.158.80",1
2814,1022,noname,"91.193.177.156",1
2815,283,Daniil Sochinskiy,"80.249.207.73",5
2816,284,Daniil Sochinskiy,"80.249.207.73",5
2817,285,Daniil Sochinskiy,"80.249.207.73",5
2818,286,Daniil Sochinskiy,"80.249.207.73",5
2819,2645,Daniil Sochinskiy,"80.249.207.73",5
2820,2451,Daniil Sochinskiy,"80.249.207.73",5
2821,2466,Daniil Sochinskiy,"80.249.207.73",5
2822,2250,Daniil Sochinskiy,"80.249.207.73",5
2823,2251,Daniil Sochinskiy,"80.249.207.73",5
2824,2256,Daniil Sochinskiy,"80.249.207.73",5
2825,2257,Daniil Sochinskiy,"80.249.207.73",5
2826,2253,Daniil Sochinskiy,"80.249.207.73",5
2827,2252,Daniil Sochinskiy,"80.249.207.73",5
2828,2255,Daniil Sochinskiy,"80.249.207.73",5
2829,2254,Daniil Sochinskiy,"80.249.207.73",5
2830,2258,Daniil Sochinskiy,"80.249.207.73",5
2831,2259,Daniil Sochinskiy,"80.249.207.73",5
2832,2260,Daniil Sochinskiy,"80.249.207.73",5
2833,3067,Lotran,"80.73.83.242",5
2834,2091,Lotran,"80.73.83.242",5
2835,89,noname,"87.237.236.137",1
2836,1,noname,"78.81.151.231",1
2837,3195,Daniil Sochinskiy,"80.249.207.73",5
2838,2693,Daniil Sochinskiy,"80.249.207.73",5
2839,2692,Daniil Sochinskiy,"80.249.207.73",5
2840,474,noname,"188.17.99.229",4
2841,2491,noname,"94.25.170.185",2
2842,6,noname,"2.95.121.10",5
2843,2198,noname,"2.95.121.10",5
2844,20,noname,"2.95.121.10",5
2845,1,noname,"2.95.121.10",5
2846,11,noname,"2.95.121.10",5
2847,3176,Daniil Sochinskiy,"80.249.207.73",5
2848,2690,noname,"178.176.78.142",2
2849,3189,Daniil Sochinskiy,"80.249.207.73",5
2850,355,noname,"85.140.0.157",2
2851,2808,noname,"85.140.0.157",3
2852,2971,noname,"85.174.197.191",3
2853,3189,noname,"5.143.252.146",5
2854,3207,noname,"5.143.252.146",5
2855,3207,Daniil Sochinskiy,"80.249.207.73",5
2856,3164,noname,"85.26.164.106",3
2857,3195,noname,"109.252.100.166",1
2858,3186,Daniil Sochinskiy,"80.249.207.73",5
2859,3210,Daniil Sochinskiy,"80.249.207.73",5
2860,3004,noname,"95.24.9.56",2
2861,3194,noname,"5.143.252.146",5
2862,3194,Daniil Sochinskiy,"80.249.207.73",5
2863,1915,noname,"23.106.56.22",4
2864,322,noname,"194.44.176.31",3
2865,3004,Daniil Sochinskiy,"80.249.207.73",5
2866,3199,Daniil Sochinskiy,"80.249.207.73",5
2867,1591,Daniil Sochinskiy,"80.249.207.73",5
2868,1592,Daniil Sochinskiy,"80.249.207.73",5
2869,2459,noname,"46.149.186.40",2
2870,127,noname,"194.38.2.225",5
2871,379,Daniil Sochinskiy,"80.249.207.73",5
2872,380,Daniil Sochinskiy,"80.249.207.73",5
2873,381,Daniil Sochinskiy,"80.249.207.73",5
2874,382,Daniil Sochinskiy,"80.249.207.73",5
2875,383,Daniil Sochinskiy,"80.249.207.73",5
2876,386,Daniil Sochinskiy,"80.249.207.73",5
2877,385,Daniil Sochinskiy,"80.249.207.73",5
2878,384,Daniil Sochinskiy,"80.249.207.73",5
2879,388,Daniil Sochinskiy,"80.249.207.73",5
2880,387,Daniil Sochinskiy,"80.249.207.73",5
2881,390,Daniil Sochinskiy,"80.249.207.73",5
2882,389,Daniil Sochinskiy,"80.249.207.73",5
2883,394,Daniil Sochinskiy,"80.249.207.73",5
2884,392,Daniil Sochinskiy,"80.249.207.73",5
2885,391,Daniil Sochinskiy,"80.249.207.73",5
2886,393,Daniil Sochinskiy,"80.249.207.73",5
2887,398,Daniil Sochinskiy,"80.249.207.73",5
2888,397,Daniil Sochinskiy,"80.249.207.73",5
2889,396,Daniil Sochinskiy,"80.249.207.73",5
2890,395,Daniil Sochinskiy,"80.249.207.73",5
2891,2394,Daniil Sochinskiy,"80.249.207.73",5
2892,2373,Daniil Sochinskiy,"80.249.207.73",5
2893,399,Daniil Sochinskiy,"80.249.207.73",5
2894,1373,Daniil Sochinskiy,"80.249.207.73",5
2895,1372,Daniil Sochinskiy,"80.249.207.73",5
2896,1371,Daniil Sochinskiy,"80.249.207.73",5
2897,1370,Daniil Sochinskiy,"80.249.207.73",5
2898,1368,Daniil Sochinskiy,"80.249.207.73",5
2899,1369,Daniil Sochinskiy,"80.249.207.73",5
2900,3200,Daniil Sochinskiy,"80.249.207.73",5
2901,2261,Daniil Sochinskiy,"80.249.207.73",5
2902,2262,Daniil Sochinskiy,"80.249.207.73",5
2903,2263,Daniil Sochinskiy,"80.249.207.73",5
2904,2264,Daniil Sochinskiy,"80.249.207.73",5
2905,2268,Daniil Sochinskiy,"80.249.207.73",5
2906,2266,Daniil Sochinskiy,"80.249.207.73",5
2907,2265,Daniil Sochinskiy,"80.249.207.73",5
2908,2267,Daniil Sochinskiy,"80.249.207.73",5
2909,2271,Daniil Sochinskiy,"80.249.207.73",5
2910,2270,Daniil Sochinskiy,"80.249.207.73",5
2911,2269,Daniil Sochinskiy,"80.249.207.73",5
2912,2274,Daniil Sochinskiy,"80.249.207.73",5
2913,2275,Daniil Sochinskiy,"80.249.207.73",5
2914,2276,Daniil Sochinskiy,"80.249.207.73",5
2915,2279,Daniil Sochinskiy,"80.249.207.73",5
2916,2278,Daniil Sochinskiy,"80.249.207.73",5
2917,2277,Daniil Sochinskiy,"80.249.207.73",5
2918,2280,Daniil Sochinskiy,"80.249.207.73",5
2919,2282,Daniil Sochinskiy,"80.249.207.73",5
2920,2281,Daniil Sochinskiy,"80.249.207.73",5
2921,2283,Daniil Sochinskiy,"80.249.207.73",5
2922,2108,Daniil Sochinskiy,"80.249.207.73",5
2923,2109,Daniil Sochinskiy,"80.249.207.73",5
2924,2110,Daniil Sochinskiy,"80.249.207.73",5
2925,2111,Daniil Sochinskiy,"80.249.207.73",5
2926,2115,Daniil Sochinskiy,"80.249.207.73",5
2927,2114,Daniil Sochinskiy,"80.249.207.73",5
2928,2112,Daniil Sochinskiy,"80.249.207.73",5
2929,2113,Daniil Sochinskiy,"80.249.207.73",5
2930,2116,Daniil Sochinskiy,"80.249.207.73",5
2931,2117,Daniil Sochinskiy,"80.249.207.73",5
2932,2118,Daniil Sochinskiy,"80.249.207.73",5
2933,2119,Daniil Sochinskiy,"80.249.207.73",5
2934,2123,Daniil Sochinskiy,"80.249.207.73",5
2935,2122,Daniil Sochinskiy,"80.249.207.73",5
2936,2121,Daniil Sochinskiy,"80.249.207.73",5
2937,2120,Daniil Sochinskiy,"80.249.207.73",5
2938,2284,Daniil Sochinskiy,"80.249.207.73",5
2939,2285,Daniil Sochinskiy,"80.249.207.73",5
2940,2286,Daniil Sochinskiy,"80.249.207.73",5
2941,2287,Daniil Sochinskiy,"80.249.207.73",5
2942,2288,Daniil Sochinskiy,"80.249.207.73",5
2943,2247,Daniil Sochinskiy,"80.249.207.73",5
2944,2246,Daniil Sochinskiy,"80.249.207.73",5
2945,2245,Daniil Sochinskiy,"80.249.207.73",5
2946,2244,Daniil Sochinskiy,"80.249.207.73",5
2947,2248,Daniil Sochinskiy,"80.249.207.73",5
2948,2249,Daniil Sochinskiy,"80.249.207.73",5
2949,45,Daniil Sochinskiy,"80.249.207.73",5
2950,1010,Daniil Sochinskiy,"80.249.207.73",5
2951,1011,Daniil Sochinskiy,"80.249.207.73",5
2952,1986,Daniil Sochinskiy,"80.249.207.73",5
2953,1997,Daniil Sochinskiy,"80.249.207.73",5
2954,54,Daniil Sochinskiy,"80.249.207.73",5
2955,55,Daniil Sochinskiy,"80.249.207.73",5
2956,56,Daniil Sochinskiy,"80.249.207.73",5
2957,2141,Daniil Sochinskiy,"80.249.207.73",5
2958,2142,Daniil Sochinskiy,"80.249.207.73",5
2959,2143,Daniil Sochinskiy,"80.249.207.73",5
2960,2147,Daniil Sochinskiy,"80.249.207.73",5
2961,2145,Daniil Sochinskiy,"80.249.207.73",5
2962,2144,Daniil Sochinskiy,"80.249.207.73",5
2963,2146,Daniil Sochinskiy,"80.249.207.73",5
2964,2148,Daniil Sochinskiy,"80.249.207.73",5
2965,2149,Daniil Sochinskiy,"80.249.207.73",5
2966,2150,Daniil Sochinskiy,"80.249.207.73",5
2967,2151,Daniil Sochinskiy,"80.249.207.73",5
2968,2153,Daniil Sochinskiy,"80.249.207.73",5
2969,2154,Daniil Sochinskiy,"80.249.207.73",5
2970,2152,Daniil Sochinskiy,"80.249.207.73",5
2971,2577,Daniil Sochinskiy,"80.249.207.73",5
2972,2408,Daniil Sochinskiy,"80.249.207.73",5
2973,1959,Daniil Sochinskiy,"80.249.207.73",5
2974,1960,Daniil Sochinskiy,"80.249.207.73",5
2975,1961,Daniil Sochinskiy,"80.249.207.73",5
2976,1958,Daniil Sochinskiy,"80.249.207.73",5
2977,1962,Daniil Sochinskiy,"80.249.207.73",5
2978,1964,Daniil Sochinskiy,"80.249.207.73",5
2979,1965,Daniil Sochinskiy,"80.249.207.73",5
2980,1963,Daniil Sochinskiy,"80.249.207.73",5
2981,1998,Daniil Sochinskiy,"80.249.207.73",5
2982,1966,Daniil Sochinskiy,"80.249.207.73",5
2983,1999,Daniil Sochinskiy,"80.249.207.73",5
2984,2000,Daniil Sochinskiy,"80.249.207.73",5
2985,2002,Daniil Sochinskiy,"80.249.207.73",5
2986,2007,Daniil Sochinskiy,"80.249.207.73",5
2987,2001,Daniil Sochinskiy,"80.249.207.73",5
2988,2003,Daniil Sochinskiy,"80.249.207.73",5
